Profile Name: 21000110
Operator Name: KIJEN
10:59:22  04.16.2020

Model: MF pro
s/n: 000000337289
Boot: v1.00
Application: v2.00

Sensor Type: Velocity and Depth
s/n: 170110338107
Boot: v1.00
Application: v1.02

Filter: FPA  Parameter: 30 s
Pre-filter: On  Rank: 5
EMI: 50Hz.

Station Entry: Non-fixed
Flow Calculation: Mid-section
Start Edge: Right edge water
# of Stations: 16
Stream Width: 0.920 m
Total Discharge: 28.76 lps
Total Area: 0.164 m^2
Mean Depth: 0.178 m
Mean Velocity: 0.175 m/s

Measurement Results:
Time	Station	Location (m)	Method	Method	Depth (m)	Ice thickness (m)	Stage Reference (m)	Edge Factor	Correction factor	Surface (m/s)	Surface (m):	0.2 (m/s)	0.2 (m):	0.4 (m/s)	0.4 (m):	0.5 (m/s)	0.5 (m):	0.6 (m/s)	0.6 (m):	0.62 (m/s)	0.62 (m):	0.7 (m):	0.7 (m/s)	0.8 (m/s)	0.8 (m):	0.9 (m/s)	0.9 (m):	Bed (m/s)	Bed (m):	Average Velocity (m/s)	Area (m^2)	Flow (lps)	
10:15:12	1	4.360	Right edge water	0	0.215	-	0.679	0.700	-	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.063	
10:19:17	2	4.370	3 point	3	0.215	-	0.679	-	-	0.000	0.000	0.096	0.040	0.000	0.000	0.000	0.000	0.101	0.125	0.000	0.000	0.000	0.000	0.039	0.170	0.000	0.000	0.000	0.000	0.084	0.010	0.814	
10:21:46	3	4.450	3 point	3	0.208	-	0.679	-	-	0.000	0.000	0.184	0.041	0.000	0.000	0.000	0.000	0.165	0.125	0.000	0.000	0.000	0.000	0.122	0.166	0.000	0.000	0.000	0.000	0.159	0.013	2.147	
10:48:51	4	4.500	3 point	3	0.189	-	0.679	-	-	0.000	0.000	0.188	0.039	0.000	0.000	0.000	0.000	0.184	0.114	0.000	0.000	0.000	0.000	0.150	0.151	0.000	0.000	0.000	0.000	0.177	0.009	1.674	
10:26:48	5	4.550	3 point	3	0.187	-	0.679	-	-	0.000	0.000	0.215	0.036	0.000	0.000	0.000	0.000	0.213	0.113	0.000	0.000	0.000	0.000	0.169	0.150	0.000	0.000	0.000	0.000	0.202	0.009	1.895	
10:51:45	6	4.600	3 point	3	0.180	-	0.679	-	-	0.000	0.000	0.227	0.037	0.000	0.000	0.000	0.000	0.215	0.108	0.000	0.000	0.000	0.000	0.172	0.145	0.000	0.000	0.000	0.000	0.207	0.009	1.869	
10:32:13	7	4.650	3 point	3	0.183	-	0.679	-	-	0.000	0.000	0.229	0.037	0.000	0.000	0.000	0.000	0.194	0.112	0.000	0.000	0.000	0.000	0.170	0.147	0.000	0.000	0.000	0.000	0.197	0.014	2.702	
10:35:01	8	4.750	3 point	3	0.159	-	0.679	-	-	0.000	0.000	0.210	0.032	0.000	0.000	0.000	0.000	0.182	0.095	0.000	0.000	0.000	0.000	0.160	0.127	0.000	0.000	0.000	0.000	0.183	0.013	2.485	
10:37:37	9	4.820	3 point	3	0.156	-	0.679	-	-	0.000	0.000	0.237	0.032	0.000	0.000	0.000	0.000	0.207	0.093	0.000	0.000	0.000	0.000	0.182	0.125	0.000	0.000	0.000	0.000	0.208	0.012	2.445	
10:55:06	10	4.900	3 point	3	0.162	-	0.679	-	-	0.000	0.000	0.253	0.034	0.000	0.000	0.000	0.000	0.221	0.096	0.000	0.000	0.000	0.000	0.160	0.130	0.000	0.000	0.000	0.000	0.214	0.010	2.249	
10:43:04	11	4.950	3 point	3	0.161	-	0.679	-	-	0.000	0.000	0.250	0.032	0.000	0.000	0.000	0.000	0.215	0.097	0.000	0.000	0.000	0.000	0.189	0.130	0.000	0.000	0.000	0.000	0.217	0.012	2.631	
10:45:47	12	5.050	3 point	3	0.169	-	0.679	-	-	0.000	0.000	0.240	0.034	0.000	0.000	0.000	0.000	0.177	0.102	0.000	0.000	0.000	0.000	0.137	0.135	0.000	0.000	0.000	0.000	0.183	0.013	2.316	
10:58:14	13	5.100	3 point	3	0.182	-	0.679	-	-	0.000	0.000	0.223	0.038	0.000	0.000	0.000	0.000	0.173	0.108	0.000	0.000	0.000	0.000	0.137	0.146	0.000	0.000	0.000	0.000	0.176	0.009	1.608	
00:00:00	14	5.150	3 point	3	0.183	-	0.679	-	-	0.000	0.000	0.235	0.039	0.000	0.000	0.000	0.000	0.184	0.110	0.000	0.000	0.000	0.000	0.144	0.148	0.000	0.000	0.000	0.000	0.186	0.014	2.567	
00:00:00	15	5.250	3 point	3	0.181	-	0.679	-	-	0.000	0.000	0.108	0.036	0.000	0.000	0.000	0.000	0.087	0.109	0.000	0.000	0.000	0.000	0.095	0.145	0.000	0.000	0.000	0.000	0.094	0.012	1.106	
10:59:02	16	5.280	Left edge water	0	0.192	-	0.679	0.700	-	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.190	
